data;
param :Aij: A :=
	"R------1"	"C------1"	-.151966E+02
	"R-----22"	"C------1"	0.100000E+01
	"R-----90"	"C------1"	-.100000E+01
	"R-----99"	"C------1"	0.100000E+01
	"R----425"	"C------1"	0.200000E+02
	"R------1"	"C------2"	-.104203E+03
	"R------8"	"C------2"	0.100000E+01
	"R-----40"	"C------2"	0.100000E+01
	"R-----76"	"C------2"	-.100000E+01
	"R----355"	"C------2"	0.200000E+02
	"R------1"	"C------3"	-.519241E+02
	"R------3"	"C------3"	0.100000E+01
	"R----101"	"C------3"	-.100000E+01
	"R------1"	"C------4"	-.271629E+02
	"R-----12"	"C------4"	0.100000E+01
	"R-----58"	"C------4"	0.100000E+01
	"R-----80"	"C------4"	-.100000E+01
	"R----378"	"C------4"	0.200000E+02
	"R------1"	"C------5"	-.443763E+02
	"R-----14"	"C------5"	0.100000E+01
	"R-----64"	"C------5"	0.100000E+01
	"R-----85"	"C------5"	-.100000E+01
	"R----399"	"C------5"	0.200000E+02
	"R------1"	"C------6"	-.838676E+02
	"R-----18"	"C------6"	0.100000E+01
	"R-----83"	"C------6"	0.100000E+01
	"R-----89"	"C------6"	-.100000E+01
	"R----422"	"C------6"	0.200000E+02
	"R------1"	"C------7"	-.886013E+02
	"R-----11"	"C------7"	0.100000E+01
	"R-----55"	"C------7"	0.100000E+01
	"R----100"	"C------7"	-.100000E+01
	"R----472"	"C------7"	0.200000E+02
	"R------1"	"C------8"	-.913993E+02
	"R-----21"	"C------8"	0.100000E+01
	"R-----84"	"C------8"	-.100000E+01
	"R-----95"	"C------8"	0.100000E+01
	"R----405"	"C------8"	0.200000E+02
	"R------1"	"C------9"	-.100609E+03
	"R-----12"	"C------9"	0.100000E+01
	"R-----58"	"C------9"	0.100000E+01
	"R-----90"	"C------9"	-.100000E+01
	"R----416"	"C------9"	0.200000E+02
	"R------1"	"C-----10"	-.362024E+02
	"R-----19"	"C-----10"	0.100000E+01
	"R-----78"	"C-----10"	-.100000E+01
	"R-----85"	"C-----10"	0.100000E+01
	"R----365"	"C-----10"	0.200000E+02
	"R------1"	"C-----11"	-.626610E+02
	"R-----13"	"C-----11"	0.100000E+01
	"R-----63"	"C-----11"	0.100000E+01
	"R----101"	"C-----11"	-.100000E+01
	"R----474"	"C-----11"	0.200000E+02
	"R------1"	"C-----12"	-.968191E+02
	"R-----22"	"C-----12"	0.100000E+01
	"R-----79"	"C-----12"	-.100000E+01
	"R-----99"	"C-----12"	0.100000E+01
	"R----368"	"C-----12"	0.200000E+02
	"R------1"	"C-----13"	-.415986E+02
	"R-----14"	"C-----13"	0.100000E+01
	"R-----64"	"C-----13"	0.100000E+01
	"R-----86"	"C-----13"	-.100000E+01
	"R----399"	"C-----13"	0.200000E+02
