data;
param :Aij: A :=
	"OBJ.FUNC"	"C------1"	0.200000E+01
	"R-----96"	"C------1"	0.100000E+01
	"R----102"	"C------1"	0.100000E+01
	"R----741"	"C------1"	0.100000E+01
	"R----753"	"C------1"	0.100000E+01
	"OBJ.FUNC"	"C------2"	0.800000E+01
	"R-----78"	"C------2"	0.100000E+01
	"R-----87"	"C------2"	0.100000E+01
	"R----813"	"C------2"	0.100000E+01
	"R----825"	"C------2"	0.100000E+01
	"OBJ.FUNC"	"C------3"	0.160000E+02
	"R-----76"	"C------3"	0.100000E+01
	"R-----92"	"C------3"	0.100000E+01
	"R----543"	"C------3"	0.100000E+01
	"R----555"	"C------3"	0.100000E+01
	"R-----25"	"C------4"	0.100000E+01
	"R-----32"	"C------4"	0.100000E+01
	"R----975"	"C------4"	0.100000E+01
	"R----984"	"C------4"	0.100000E+01
	"OBJ.FUNC"	"C------5"	0.400000E+01
	"R----999"	"C------5"	0.100000E+01
	"R---1003"	"C------5"	0.100000E+01
	"R---1304"	"C------5"	0.100000E+01
	"R---1311"	"C------5"	0.100000E+01
	"R----764"	"C------6"	0.100000E+01
	"R----768"	"C------6"	0.100000E+01
	"R---1105"	"C------6"	0.100000E+01
	"R---1110"	"C------6"	0.100000E+01
	"R----151"	"C------7"	0.100000E+01
	"R----160"	"C------7"	0.100000E+01
	"R----993"	"C------7"	0.100000E+01
	"R---1008"	"C------7"	0.100000E+01
	"OBJ.FUNC"	"C------8"	0.400000E+01
	"R----927"	"C------8"	0.100000E+01
	"R----934"	"C------8"	0.100000E+01
	"R---1376"	"C------8"	0.100000E+01
	"R---1380"	"C------8"	0.100000E+01
	"OBJ.FUNC"	"C------9"	0.120000E+02
	"R-----28"	"C------9"	0.100000E+01
	"R-----38"	"C------9"	0.100000E+01
	"R---1623"	"C------9"	0.100000E+01
	"R---1632"	"C------9"	0.100000E+01
	"OBJ.FUNC"	"C-----10"	0.160000E+02
	"R----334"	"C-----10"	0.100000E+01
	"R----338"	"C-----10"	0.100000E+01
	"R---1498"	"C-----10"	0.100000E+01
	"R---1512"	"C-----10"	0.100000E+01
	"OBJ.FUNC"	"C-----11"	0.100000E+02
	"R---1216"	"C-----11"	0.100000E+01
	"R---1220"	"C-----11"	0.100000E+01
	"R---1503"	"C-----11"	0.100000E+01
	"R---1511"	"C-----11"	0.100000E+01
	"OBJ.FUNC"	"C-----12"	0.200000E+02
	"R----781"	"C-----12"	0.100000E+01
	"R----788"	"C-----12"	0.100000E+01
	"R----979"	"C-----12"	0.100000E+01
	"R----986"	"C-----12"	0.100000E+01
	"R----548"	"C-----13"	0.100000E+01
	"R----558"	"C-----13"	0.100000E+01
	"R---1211"	"C-----13"	0.100000E+01
	"R---1226"	"C-----13"	0.100000E+01
	"R----695"	"C-----14"	0.100000E+01
	"R----703"	"C-----14"	0.100000E+01
	"R---1788"	"C-----14"	0.100000E+01
	"R---1801"	"C-----14"	0.100000E+01
	"OBJ.FUNC"	"C-----15"	0.200000E+02
	"R----763"	"C-----15"	0.100000E+01
	"R----772"	"C-----15"	0.100000E+01
	"R---1015"	"C-----15"	0.100000E+01
	"R---1021"	"C-----15"	0.100000E+01
	"OBJ.FUNC"	"C-----16"	0.400000E+01
	"R---1235"	"C-----16"	0.100000E+01
	"R---1239"	"C-----16"	0.100000E+01
	"R---1701"	"C-----16"	0.100000E+01
	"R---1710"	"C-----16"	0.100000E+01
	"OBJ.FUNC"	"C-----17"	0.120000E+02
	"R----238"	"C-----17"	0.100000E+01
	"R----250"	"C-----17"	0.100000E+01
	"R----472"	"C-----17"	0.100000E+01
	"R----482"	"C-----17"	0.100000E+01
	"R----765"	"C-----18"	0.100000E+01
	"R----775"	"C-----18"	0.100000E+01
	"R---1429"	"C-----18"	0.100000E+01
	"R---1435"	"C-----18"	0.100000E+01
	"R----261"	"C-----19"	0.100000E+01
	"R----265"	"C-----19"	0.100000E+01
	"R---1300"	"C-----19"	0.100000E+01
	"R---1310"	"C-----19"	0.100000E+01
	"OBJ.FUNC"	"C-----20"	0.800000E+01
	"R----312"	"C-----20"	0.100000E+01
	"R----322"	"C-----20"	0.100000E+01
	"R----814"	"C-----20"	0.100000E+01
