data;
param :Aij: A :=
	"R0001"	"C0001"	-1
	"R0002"	"C0001"	-1
	"R0003"	"C0001"	-1
	"R0004"	"C0001"	-1
	"R0005"	"C0001"	-1
	"R0181"	"C0001"	-1
	"R0182"	"C0001"	-1
	"R0183"	"C0001"	-1
	"R0184"	"C0001"	-1
	"R0185"	"C0001"	-1
	"R0361"	"C0001"	1
	"R0367"	"C0001"	1
	"R0006"	"C0002"	-1
	"R0007"	"C0002"	-1
	"R0008"	"C0002"	-1
	"R0009"	"C0002"	-1
	"R0010"	"C0002"	-1
	"R0186"	"C0002"	-1
	"R0187"	"C0002"	-1
	"R0188"	"C0002"	-1
	"R0189"	"C0002"	-1
	"R0190"	"C0002"	-1
	"R0362"	"C0002"	1
	"R0367"	"C0002"	1
	"R0011"	"C0003"	-1
	"R0012"	"C0003"	-1
	"R0013"	"C0003"	-1
	"R0014"	"C0003"	-1
	"R0015"	"C0003"	-1
	"R0191"	"C0003"	-1
	"R0192"	"C0003"	-1
	"R0193"	"C0003"	-1
	"R0194"	"C0003"	-1
	"R0195"	"C0003"	-1
	"R0363"	"C0003"	1
	"R0367"	"C0003"	1
	"R0016"	"C0004"	-1
	"R0017"	"C0004"	-1
	"R0018"	"C0004"	-1
	"R0019"	"C0004"	-1
	"R0020"	"C0004"	-1
	"R0196"	"C0004"	-1
	"R0197"	"C0004"	-1
	"R0198"	"C0004"	-1
	"R0199"	"C0004"	-1
	"R0200"	"C0004"	-1
	"R0364"	"C0004"	1
	"R0367"	"C0004"	1
	"R0021"	"C0005"	-1
	"R0022"	"C0005"	-1
	"R0023"	"C0005"	-1
	"R0024"	"C0005"	-1
	"R0025"	"C0005"	-1
	"R0201"	"C0005"	-1
	"R0202"	"C0005"	-1
	"R0203"	"C0005"	-1
	"R0204"	"C0005"	-1
	"R0205"	"C0005"	-1
	"R0365"	"C0005"	1
	"R0367"	"C0005"	1
	"R0026"	"C0006"	-1
	"R0027"	"C0006"	-1
	"R0028"	"C0006"	-1
	"R0029"	"C0006"	-1
	"R0030"	"C0006"	-1
	"R0206"	"C0006"	-1
	"R0207"	"C0006"	-1
	"R0208"	"C0006"	-1
	"R0209"	"C0006"	-1
	"R0210"	"C0006"	-1
	"R0366"	"C0006"	1
	"R0367"	"C0006"	1
	"R0031"	"C0007"	-1
	"R0032"	"C0007"	-1
	"R0033"	"C0007"	-1
	"R0034"	"C0007"	-1
	"R0035"	"C0007"	-1
	"R0211"	"C0007"	-1
	"R0212"	"C0007"	-1
	"R0213"	"C0007"	-1
	"R0214"	"C0007"	-1
	"R0271"	"C0007"	-1
	"R0361"	"C0007"	1
	"R0368"	"C0007"	1
	"R0036"	"C0008"	-1
	"R0037"	"C0008"	-1
	"R0038"	"C0008"	-1
	"R0039"	"C0008"	-1
	"R0040"	"C0008"	-1
	"R0215"	"C0008"	-1
	"R0216"	"C0008"	-1
	"R0217"	"C0008"	-1
	"R0218"	"C0008"	-1
	"R0272"	"C0008"	-1
	"R0362"	"C0008"	1
	"R0368"	"C0008"	1
	"R0041"	"C0009"	-1
	"R0042"	"C0009"	-1
	"R0043"	"C0009"	-1
	"R0044"	"C0009"	-1
	"R0045"	"C0009"	-1
	"R0219"	"C0009"	-1
	"R0220"	"C0009"	-1
	"R0221"	"C0009"	-1
	"R0222"	"C0009"	-1
	"R0273"	"C0009"	-1
	"R0363"	"C0009"	1
	"R0368"	"C0009"	1
	"R0046"	"C0010"	-1
	"R0047"	"C0010"	-1
	"R0048"	"C0010"	-1
	"R0049"	"C0010"	-1
	"R0050"	"C0010"	-1
	"R0223"	"C0010"	-1
	"R0224"	"C0010"	-1
	"R0225"	"C0010"	-1
	"R0226"	"C0010"	-1
	"R0274"	"C0010"	-1
	"R0364"	"C0010"	1
	"R0368"	"C0010"	1
	"R0051"	"C0011"	-1
	"R0052"	"C0011"	-1
	"R0053"	"C0011"	-1
	"R0054"	"C0011"	-1
	"R0055"	"C0011"	-1
	"R0227"	"C0011"	-1
	"R0228"	"C0011"	-1
	"R0229"	"C0011"	-1
	"R0230"	"C0011"	-1
	"R0275"	"C0011"	-1
	"R0365"	"C0011"	1
	"R0368"	"C0011"	1
	"R0056"	"C0012"	-1
	"R0057"	"C0012"	-1
	"R0058"	"C0012"	-1
	"R0059"	"C0012"	-1
	"R0060"	"C0012"	-1
	"R0231"	"C0012"	-1
	"R0232"	"C0012"	-1
	"R0233"	"C0012"	-1
	"R0234"	"C0012"	-1
	"R0276"	"C0012"	-1
	"R0366"	"C0012"	1
	"R0368"	"C0012"	1
	"R0061"	"C0013"	-1
	"R0062"	"C0013"	-1
	"R0063"	"C0013"	-1
	"R0064"	"C0013"	-1
	"R0065"	"C0013"	-1
	"R0235"	"C0013"	-1
	"R0236"	"C0013"	-1
	"R0237"	"C0013"	-1
	"R0277"	"C0013"	-1
	"R0278"	"C0013"	-1
	"R0361"	"C0013"	1
	"R0369"	"C0013"	1
	"R0066"	"C0014"	-1
	"R0067"	"C0014"	-1
	"R0068"	"C0014"	-1
	"R0069"	"C0014"	-1
	"R0070"	"C0014"	-1
	"R0238"	"C0014"	-1
	"R0239"	"C0014"	-1
	"R0240"	"C0014"	-1
	"R0279"	"C0014"	-1
	"R0280"	"C0014"	-1
	"R0362"	"C0014"	1
	"R0369"	"C0014"	1
	"R0071"	"C0015"	-1
	"R0072"	"C0015"	-1
	"R0073"	"C0015"	-1
	"R0074"	"C0015"	-1
	"R0075"	"C0015"	-1
	"R0241"	"C0015"	-1
	"R0242"	"C0015"	-1
	"R0243"	"C0015"	-1
	"R0281"	"C0015"	-1
	"R0282"	"C0015"	-1
	"R0363"	"C0015"	1
	"R0369"	"C0015"	1
	"R0076"	"C0016"	-1
	"R0077"	"C0016"	-1
	"R0078"	"C0016"	-1
	"R0079"	"C0016"	-1
	"R0080"	"C0016"	-1
	"R0244"	"C0016"	-1
	"R0245"	"C0016"	-1
	"R0246"	"C0016"	-1
	"R0283"	"C0016"	-1
	"R0284"	"C0016"	-1
	"R0364"	"C0016"	1
	"R0369"	"C0016"	1
	"R0081"	"C0017"	-1
	"R0082"	"C0017"	-1
	"R0083"	"C0017"	-1
	"R0084"	"C0017"	-1
	"R0085"	"C0017"	-1
	"R0247"	"C0017"	-1
	"R0248"	"C0017"	-1
	"R0249"	"C0017"	-1
	"R0285"	"C0017"	-1
	"R0286"	"C0017"	-1
	"R0365"	"C0017"	1
	"R0369"	"C0017"	1
	"R0086"	"C0018"	-1
	"R0087"	"C0018"	-1
	"R0088"	"C0018"	-1
	"R0089"	"C0018"	-1
	"R0090"	"C0018"	-1
	"R0250"	"C0018"	-1
	"R0251"	"C0018"	-1
	"R0252"	"C0018"	-1
	"R0287"	"C0018"	-1
	"R0288"	"C0018"	-1
	"R0366"	"C0018"	1
	"R0369"	"C0018"	1
	"R0091"	"C0019"	-1
	"R0092"	"C0019"	-1
	"R0093"	"C0019"	-1
	"R0094"	"C0019"	-1
	"R0095"	"C0019"	-1
	"R0253"	"C0019"	-1
	"R0254"	"C0019"	-1
	"R0289"	"C0019"	-1
	"R0290"	"C0019"	-1
	"R0291"	"C0019"	-1
	"R0361"	"C0019"	1
	"R0370"	"C0019"	1
	"R0096"	"C0020"	-1
	"R0097"	"C0020"	-1
	"R0098"	"C0020"	-1
	"R0099"	"C0020"	-1
	"R0100"	"C0020"	-1
	"R0255"	"C0020"	-1
	"R0256"	"C0020"	-1
	"R0292"	"C0020"	-1
	"R0293"	"C0020"	-1
	"R0294"	"C0020"	-1
	"R0362"	"C0020"	1
	"R0370"	"C0020"	1
	"R0101"	"C0021"	-1
	"R0102"	"C0021"	-1
	"R0103"	"C0021"	-1
	"R0104"	"C0021"	-1
	"R0105"	"C0021"	-1
	"R0257"	"C0021"	-1
	"R0258"	"C0021"	-1
	"R0295"	"C0021"	-1
	"R0296"	"C0021"	-1
	"R0297"	"C0021"	-1
	"R0363"	"C0021"	1
	"R0370"	"C0021"	1
	"R0106"	"C0022"	-1
	"R0107"	"C0022"	-1
	"R0108"	"C0022"	-1
	"R0109"	"C0022"	-1
	"R0110"	"C0022"	-1
	"R0259"	"C0022"	-1
	"R0260"	"C0022"	-1
	"R0298"	"C0022"	-1
	"R0299"	"C0022"	-1
	"R0300"	"C0022"	-1
	"R0364"	"C0022"	1
	"R0370"	"C0022"	1
	"R0111"	"C0023"	-1
	"R0112"	"C0023"	-1
	"R0113"	"C0023"	-1
	"R0114"	"C0023"	-1
	"R0115"	"C0023"	-1
	"R0261"	"C0023"	-1
	"R0262"	"C0023"	-1
	"R0301"	"C0023"	-1
	"R0302"	"C0023"	-1
	"R0303"	"C0023"	-1
	"R0365"	"C0023"	1
	"R0370"	"C0023"	1
	"R0116"	"C0024"	-1
	"R0117"	"C0024"	-1
	"R0118"	"C0024"	-1
	"R0119"	"C0024"	-1
	"R0120"	"C0024"	-1
	"R0263"	"C0024"	-1
	"R0264"	"C0024"	-1
	"R0304"	"C0024"	-1
	"R0305"	"C0024"	-1
	"R0306"	"C0024"	-1
	"R0366"	"C0024"	1
	"R0370"	"C0024"	1
	"R0121"	"C0025"	-1
	"R0122"	"C0025"	-1
	"R0123"	"C0025"	-1
	"R0124"	"C0025"	-1
	"R0125"	"C0025"	-1
	"R0265"	"C0025"	-1
	"R0307"	"C0025"	-1
	"R0308"	"C0025"	-1
	"R0309"	"C0025"	-1
	"R0310"	"C0025"	-1
	"R0361"	"C0025"	1
	"R0371"	"C0025"	1
	"R0126"	"C0026"	-1
	"R0127"	"C0026"	-1
	"R0128"	"C0026"	-1
	"R0129"	"C0026"	-1
	"R0130"	"C0026"	-1
	"R0266"	"C0026"	-1
	"R0311"	"C0026"	-1
	"R0312"	"C0026"	-1
	"R0313"	"C0026"	-1
	"R0314"	"C0026"	-1
	"R0362"	"C0026"	1
	"R0371"	"C0026"	1
	"R0131"	"C0027"	-1
	"R0132"	"C0027"	-1
	"R0133"	"C0027"	-1
	"R0134"	"C0027"	-1
	"R0135"	"C0027"	-1
	"R0267"	"C0027"	-1
	"R0315"	"C0027"	-1
	"R0316"	"C0027"	-1
	"R0317"	"C0027"	-1
	"R0318"	"C0027"	-1
	"R0363"	"C0027"	1
	"R0371"	"C0027"	1
	"R0136"	"C0028"	-1
	"R0137"	"C0028"	-1
	"R0138"	"C0028"	-1
	"R0139"	"C0028"	-1
	"R0140"	"C0028"	-1
	"R0268"	"C0028"	-1
	"R0319"	"C0028"	-1
	"R0320"	"C0028"	-1
	"R0321"	"C0028"	-1
	"R0322"	"C0028"	-1
	"R0364"	"C0028"	1
	"R0371"	"C0028"	1
	"R0141"	"C0029"	-1
	"R0142"	"C0029"	-1
	"R0143"	"C0029"	-1
	"R0144"	"C0029"	-1
	"R0145"	"C0029"	-1
	"R0269"	"C0029"	-1
	"R0323"	"C0029"	-1
	"R0324"	"C0029"	-1
	"R0325"	"C0029"	-1
	"R0326"	"C0029"	-1
	"R0365"	"C0029"	1
	"R0371"	"C0029"	1
	"R0146"	"C0030"	-1
	"R0147"	"C0030"	-1
	"R0148"	"C0030"	-1
	"R0149"	"C0030"	-1
	"R0150"	"C0030"	-1
	"R0270"	"C0030"	-1
	"R0327"	"C0030"	-1
	"R0328"	"C0030"	-1
	"R0329"	"C0030"	-1
	"R0330"	"C0030"	-1
	"R0366"	"C0030"	1
	"R0371"	"C0030"	1
	"R0151"	"C0031"	-1
	"R0152"	"C0031"	-1
	"R0153"	"C0031"	-1
	"R0154"	"C0031"	-1
	"R0155"	"C0031"	-1
	"R0331"	"C0031"	-1
	"R0332"	"C0031"	-1
	"R0333"	"C0031"	-1
	"R0334"	"C0031"	-1
	"R0335"	"C0031"	-1
	"R0361"	"C0031"	1
	"R0372"	"C0031"	1
	"R0156"	"C0032"	-1
	"R0157"	"C0032"	-1
	"R0158"	"C0032"	-1
	"R0159"	"C0032"	-1
	"R0160"	"C0032"	-1
	"R0336"	"C0032"	-1
	"R0337"	"C0032"	-1
	"R0338"	"C0032"	-1
	"R0339"	"C0032"	-1
	"R0340"	"C0032"	-1
	"R0362"	"C0032"	1
	"R0372"	"C0032"	1
	"R0161"	"C0033"	-1
	"R0162"	"C0033"	-1
	"R0163"	"C0033"	-1
	"R0164"	"C0033"	-1
	"R0165"	"C0033"	-1
	"R0341"	"C0033"	-1
	"R0342"	"C0033"	-1
	"R0343"	"C0033"	-1
	"R0344"	"C0033"	-1
	"R0345"	"C0033"	-1
	"R0363"	"C0033"	1
	"R0372"	"C0033"	1
	"R0166"	"C0034"	-1
	"R0167"	"C0034"	-1
	"R0168"	"C0034"	-1
	"R0169"	"C0034"	-1
	"R0170"	"C0034"	-1
	"R0346"	"C0034"	-1
	"R0347"	"C0034"	-1
	"R0348"	"C0034"	-1
	"R0349"	"C0034"	-1
	"R0350"	"C0034"	-1
	"R0364"	"C0034"	1
	"R0372"	"C0034"	1
	"R0171"	"C0035"	-1
	"R0172"	"C0035"	-1
	"R0173"	"C0035"	-1
	"R0174"	"C0035"	-1
	"R0175"	"C0035"	-1
	"R0351"	"C0035"	-1
	"R0352"	"C0035"	-1
	"R0353"	"C0035"	-1
	"R0354"	"C0035"	-1
	"R0355"	"C0035"	-1
	"R0365"	"C0035"	1
	"R0372"	"C0035"	1
	"R0176"	"C0036"	-1
	"R0177"	"C0036"	-1
	"R0178"	"C0036"	-1
	"R0179"	"C0036"	-1
	"R0180"	"C0036"	-1
	"R0356"	"C0036"	-1
	"R0357"	"C0036"	-1
	"R0358"	"C0036"	-1
	"R0359"	"C0036"	-1
	"R0360"	"C0036"	-1
	"R0366"	"C0036"	1
	"R0372"	"C0036"	1
	"R0001"	"C0037"	1
	"R0036"	"C0037"	1
	"R0181"	"C0037"	1
	"R0272"	"C0037"	1
	"R0373"	"C0037"	-1
	"R0374"	"C0037"	-1
	"R0375"	"C0037"	-1
	"R0376"	"C0037"	-1
	"R2173"	"C0037"	-1
	"R2174"	"C0037"	-1
	"R2175"	"C0037"	-1
	"R2176"	"C0037"	-1
	"R3973"	"C0037"	2
	"R0002"	"C0038"	1
	"R0041"	"C0038"	1
	"R0181"	"C0038"	1
	"R0273"	"C0038"	1
	"R0377"	"C0038"	-1
	"R0378"	"C0038"	-1
	"R0379"	"C0038"	-1
	"R0380"	"C0038"	-1
	"R2177"	"C0038"	-1
	"R2178"	"C0038"	-1
	"R2179"	"C0038"	-1
	"R2180"	"C0038"	-1
	"R3973"	"C0038"	0.8
	"R0003"	"C0039"	1
	"R0046"	"C0039"	1
	"R0181"	"C0039"	1
	"R0274"	"C0039"	1
	"R0381"	"C0039"	-1
	"R0382"	"C0039"	-1
	"R0383"	"C0039"	-1
	"R0384"	"C0039"	-1
	"R2181"	"C0039"	-1
	"R2182"	"C0039"	-1
	"R2183"	"C0039"	-1
	"R2184"	"C0039"	-1
	"R3973"	"C0039"	1.6
	"R0004"	"C0040"	1
	"R0051"	"C0040"	1
	"R0181"	"C0040"	1
	"R0275"	"C0040"	1
	"R0385"	"C0040"	-1
	"R0386"	"C0040"	-1
	"R0387"	"C0040"	-1
	"R0388"	"C0040"	-1
	"R2185"	"C0040"	-1
	"R2186"	"C0040"	-1
	"R2187"	"C0040"	-1
	"R2188"	"C0040"	-1
	"R3973"	"C0040"	0.4
	"R0005"	"C0041"	1
	"R0056"	"C0041"	1
	"R0181"	"C0041"	1
	"R0276"	"C0041"	1
	"R0389"	"C0041"	-1
	"R0390"	"C0041"	-1
	"R0391"	"C0041"	-1
	"R0392"	"C0041"	-1
	"R2189"	"C0041"	-1
	"R2190"	"C0041"	-1
	"R2191"	"C0041"	-1
	"R2192"	"C0041"	-1
	"R0001"	"C0042"	1
	"R0066"	"C0042"	1
	"R0182"	"C0042"	1
	"R0279"	"C0042"	1
	"R0393"	"C0042"	-1
	"R0394"	"C0042"	-1
	"R0395"	"C0042"	-1
	"R1573"	"C0042"	-1
	"R2293"	"C0042"	-1
	"R2294"	"C0042"	-1
	"R2295"	"C0042"	-1
	"R2296"	"C0042"	-1
	"R3973"	"C0042"	4
	"R0002"	"C0043"	1
	"R0071"	"C0043"	1
	"R0182"	"C0043"	1
	"R0281"	"C0043"	1
	"R0396"	"C0043"	-1
	"R0397"	"C0043"	-1
	"R0398"	"C0043"	-1
	"R1574"	"C0043"	-1
	"R2297"	"C0043"	-1
	"R2298"	"C0043"	-1
	"R2299"	"C0043"	-1
	"R2300"	"C0043"	-1
	"R3973"	"C0043"	1.6
	"R0003"	"C0044"	1
	"R0076"	"C0044"	1
	"R0182"	"C0044"	1
	"R0283"	"C0044"	1
	"R0399"	"C0044"	-1
	"R0400"	"C0044"	-1
	"R0401"	"C0044"	-1
	"R1575"	"C0044"	-1
	"R2301"	"C0044"	-1
	"R2302"	"C0044"	-1
	"R2303"	"C0044"	-1
	"R2304"	"C0044"	-1
	"R3973"	"C0044"	3.2
	"R0004"	"C0045"	1
	"R0081"	"C0045"	1
	"R0182"	"C0045"	1
	"R0285"	"C0045"	1
	"R0402"	"C0045"	-1
	"R0403"	"C0045"	-1
	"R0404"	"C0045"	-1
	"R1576"	"C0045"	-1
	"R2305"	"C0045"	-1
	"R2306"	"C0045"	-1
	"R2307"	"C0045"	-1
	"R2308"	"C0045"	-1
	"R3973"	"C0045"	0.8
	"R0005"	"C0046"	1
	"R0086"	"C0046"	1
	"R0182"	"C0046"	1
	"R0287"	"C0046"	1
	"R0405"	"C0046"	-1
	"R0406"	"C0046"	-1
	"R0407"	"C0046"	-1
	"R1577"	"C0046"	-1
	"R2309"	"C0046"	-1
	"R2310"	"C0046"	-1
	"R2311"	"C0046"	-1
	"R2312"	"C0046"	-1
	"R0001"	"C0047"	1
	"R0096"	"C0047"	1
	"R0183"	"C0047"	1
	"R0292"	"C0047"	1
	"R0408"	"C0047"	-1
	"R0409"	"C0047"	-1
	"R1603"	"C0047"	-1
	"R1693"	"C0047"	-1
	"R2413"	"C0047"	-1
	"R2414"	"C0047"	-1
	"R2415"	"C0047"	-1
	"R2416"	"C0047"	-1
	"R3973"	"C0047"	2
	"R0002"	"C0048"	1
	"R0101"	"C0048"	1
	"R0183"	"C0048"	1
	"R0295"	"C0048"	1
	"R0410"	"C0048"	-1
	"R0411"	"C0048"	-1
	"R1604"	"C0048"	-1
	"R1694"	"C0048"	-1
	"R2417"	"C0048"	-1
	"R2418"	"C0048"	-1
	"R2419"	"C0048"	-1
	"R2420"	"C0048"	-1
	"R3973"	"C0048"	0.8
	"R0003"	"C0049"	1
	"R0106"	"C0049"	1
	"R0183"	"C0049"	1
	"R0298"	"C0049"	1
	"R0412"	"C0049"	-1
	"R0413"	"C0049"	-1
	"R1605"	"C0049"	-1
	"R1695"	"C0049"	-1
	"R2421"	"C0049"	-1
	"R2422"	"C0049"	-1
	"R2423"	"C0049"	-1
	"R2424"	"C0049"	-1
	"R3973"	"C0049"	1.6
	"R0004"	"C0050"	1
	"R0111"	"C0050"	1
	"R0183"	"C0050"	1
	"R0301"	"C0050"	1
	"R0414"	"C0050"	-1
	"R0415"	"C0050"	-1
	"R1606"	"C0050"	-1
	"R1696"	"C0050"	-1
	"R2425"	"C0050"	-1
	"R2426"	"C0050"	-1
	"R2427"	"C0050"	-1
	"R2428"	"C0050"	-1
	"R3973"	"C0050"	0.4
	"R0005"	"C0051"	1
	"R0116"	"C0051"	1
	"R0183"	"C0051"	1
	"R0304"	"C0051"	1
	"R0416"	"C0051"	-1
	"R0417"	"C0051"	-1
	"R1607"	"C0051"	-1
