data;
param :Aij: A :=
	"OBJ.FUNC"	"C------1"	0.670000E+02
	"R-----67"	"C------1"	-.600000E+01
	"OBJ.FUNC"	"C------2"	0.223000E+03
	"R-----81"	"C------2"	-.140000E+02
	"OBJ.FUNC"	"C------3"	0.248000E+03
	"R----176"	"C------3"	-.180000E+02
	"OBJ.FUNC"	"C------4"	0.259000E+03
	"R----148"	"C------4"	-.400000E+02
	"OBJ.FUNC"	"C------5"	0.209000E+03
	"R-----96"	"C------5"	-.310000E+02
	"OBJ.FUNC"	"C------6"	0.249000E+03
	"R-----68"	"C------6"	-.600000E+01
	"OBJ.FUNC"	"C------7"	0.207000E+03
	"R----177"	"C------7"	-.140000E+02
	"OBJ.FUNC"	"C------8"	0.132000E+03
	"R----161"	"C------8"	-.900000E+01
	"OBJ.FUNC"	"C------9"	0.150000E+03
	"R----149"	"C------9"	-.220000E+02
	"OBJ.FUNC"	"C-----10"	0.247000E+03
	"R-----97"	"C-----10"	-.900000E+01
	"OBJ.FUNC"	"C-----11"	0.245000E+03
	"R----191"	"C-----11"	-.700000E+01
	"OBJ.FUNC"	"C-----12"	0.121000E+03
	"R-----69"	"C-----12"	-.150000E+02
	"OBJ.FUNC"	"C-----13"	0.225000E+03
	"R-----87"	"C-----13"	-.800000E+01
	"OBJ.FUNC"	"C-----14"	0.128000E+03
	"R----178"	"C-----14"	-.900000E+01
	"OBJ.FUNC"	"C-----15"	0.204000E+03
	"R----162"	"C-----15"	-.200000E+01
	"OBJ.FUNC"	"C-----16"	0.125000E+03
	"R----168"	"C-----16"	-.130000E+02
	"OBJ.FUNC"	"C-----17"	0.121000E+03
	"R-----98"	"C-----17"	-.200000E+01
	"OBJ.FUNC"	"C-----18"	0.190000E+03
	"R-----82"	"C-----18"	-.900000E+01
	"OBJ.FUNC"	"C-----19"	0.162000E+03
	"R-----88"	"C-----19"	-.700000E+01
	"OBJ.FUNC"	"C-----20"	0.210000E+03
	"R----111"	"C-----20"	-.200000E+01
	"OBJ.FUNC"	"C-----21"	0.248000E+03
	"R----150"	"C-----21"	-.900000E+01
	"OBJ.FUNC"	"C-----22"	0.147000E+03
	"R----181"	"C-----22"	-.220000E+02
	"OBJ.FUNC"	"C-----23"	0.241000E+03
	"R----192"	"C-----23"	-.310000E+02
	"OBJ.FUNC"	"C-----24"	0.151000E+03
	"R----101"	"C-----24"	-.340000E+02
	"OBJ.FUNC"	"C-----25"	0.198000E+03
	"R----169"	"C-----25"	-.200000E+01
	"OBJ.FUNC"	"C-----26"	0.990000E+02
	"R-----89"	"C-----26"	-.100000E+02
	"OBJ.FUNC"	"C-----27"	0.770000E+02
	"R----107"	"C-----27"	-.440000E+02
	"OBJ.FUNC"	"C-----28"	0.163000E+03
	"R----182"	"C-----28"	-.900000E+01
	"OBJ.FUNC"	"C-----29"	0.222000E+03
	"R----201"	"C-----29"	-.200000E+01
	"OBJ.FUNC"	"C-----30"	0.238000E+03
	"R----102"	"C-----30"	-.900000E+01
	"OBJ.FUNC"	"C-----31"	0.128000E+03
	"R----179"	"C-----31"	-.600000E+01
	"OBJ.FUNC"	"C-----32"	0.117000E+03
	"R----188"	"C-----32"	-.400000E+01
	"OBJ.FUNC"	"C-----33"	0.247000E+03
	"R----183"	"C-----33"	-.800000E+01
	"OBJ.FUNC"	"C-----34"	0.208000E+03
	"R-----99"	"C-----34"	-.600000E+01
	"OBJ.FUNC"	"C-----35"	0.860000E+02
	"R----108"	"C-----35"	-.300000E+01
	"OBJ.FUNC"	"C-----36"	0.760000E+02
	"R----112"	"C-----36"	-.180000E+02
	"OBJ.FUNC"	"C-----37"	0.157000E+03
	"R----121"	"C-----37"	-.100000E+02
	"OBJ.FUNC"	"C-----38"	0.215000E+03
	"R----193"	"C-----38"	-.900000E+01
	"OBJ.FUNC"	"C-----39"	0.127000E+03
	"R----202"	"C-----39"	-.110000E+02
	"OBJ.FUNC"	"C-----40"	0.243000E+03
	"R----180"	"C-----40"	-.360000E+02
	"OBJ.FUNC"	"C-----41"	0.242000E+03
	"R----189"	"C-----41"	-.300000E+01
	"OBJ.FUNC"	"C-----42"	0.930000E+02
	"R----100"	"C-----42"	-.600000E+01
	"OBJ.FUNC"	"C-----43"	0.840000E+02
	"R----127"	"C-----43"	-.700000E+01
	"OBJ.FUNC"	"C-----44"	0.690000E+02
	"R----109"	"C-----44"	-.180000E+02
	"OBJ.FUNC"	"C-----45"	0.253000E+03
	"R----113"	"C-----45"	-.140000E+02
	"OBJ.FUNC"	"C-----46"	0.110000E+03
	"R----241"	"C-----46"	-.140000E+02
	"OBJ.FUNC"	"C-----47"	0.710000E+02
	"R----122"	"C-----47"	-.100000E+01
	"OBJ.FUNC"	"C-----48"	0.135000E+03
	"R----194"	"C-----48"	-.200000E+01
	"OBJ.FUNC"	"C-----49"	0.121000E+03
	"R----199"	"C-----49"	-.900000E+01
	"OBJ.FUNC"	"C-----50"	0.103000E+03
	"R----221"	"C-----50"	-.300000E+01
	"OBJ.FUNC"	"C-----51"	0.123000E+03
	"R----203"	"C-----51"	-.360000E+02
	"OBJ.FUNC"	"C-----52"	0.172000E+03
	"R----114"	"C-----52"	-.900000E+01
	"OBJ.FUNC"	"C-----53"	0.157000E+03
	"R----119"	"C-----53"	-.800000E+01
	"OBJ.FUNC"	"C-----54"	0.244000E+03
	"R----208"	"C-----54"	-.180000E+02
	"OBJ.FUNC"	"C-----55"	0.255000E+03
	"R----195"	"C-----55"	-.600000E+01
	"OBJ.FUNC"	"C-----56"	0.246000E+03
	"R----132"	"C-----56"	-.600000E+01
	"OBJ.FUNC"	"C-----57"	0.168000E+03
	"R----128"	"C-----57"	-.310000E+02
	"OBJ.FUNC"	"C-----58"	0.256000E+03
	"R----213"	"C-----58"	-.220000E+02
	"OBJ.FUNC"	"C-----59"	0.100000E+03
	"R----242"	"C-----59"	-.900000E+01
	"OBJ.FUNC"	"C-----60"	0.122000E+03
	"R----200"	"C-----60"	-.130000E+02
	"OBJ.FUNC"	"C-----61"	0.103000E+03
	"R----222"	"C-----61"	-.500000E+01
	"OBJ.FUNC"	"C-----62"	0.237000E+03
	"R----120"	"C-----62"	-.700000E+01
	"OBJ.FUNC"	"C-----63"	0.134000E+03
	"R----284"	"C-----63"	-.400000E+01
	"OBJ.FUNC"	"C-----64"	0.750000E+02
	"R----227"	"C-----64"	-.600000E+01
	"OBJ.FUNC"	"C-----65"	0.248000E+03
	"R----209"	"C-----65"	-.140000E+02
	"OBJ.FUNC"	"C-----66"	0.192000E+03
	"R----133"	"C-----66"	-.340000E+02
	"OBJ.FUNC"	"C-----67"	0.850000E+02
	"R----285"	"C-----67"	-.300000E+01
	"OBJ.FUNC"	"C-----68"	0.106000E+03
	"R----261"	"C-----68"	-.340000E+02
	"OBJ.FUNC"	"C-----69"	0.103000E+03
	"R----129"	"C-----69"	-.900000E+01
	"OBJ.FUNC"	"C-----70"	0.140000E+03
	"R----214"	"C-----70"	-.900000E+01
	"OBJ.FUNC"	"C-----71"	0.232000E+03
	"R----232"	"C-----71"	-.130000E+02
	"OBJ.FUNC"	"C-----72"	0.195000E+03
	"R----286"	"C-----72"	-.500000E+01
	"OBJ.FUNC"	"C-----73"	0.710000E+02
	"R----248"	"C-----73"	-.700000E+01
	"OBJ.FUNC"	"C-----74"	0.116000E+03
	"R----243"	"C-----74"	-.600000E+01
	"OBJ.FUNC"	"C-----75"	0.144000E+03
	"R----134"	"C-----75"	-.900000E+01
	"OBJ.FUNC"	"C-----76"	0.196000E+03
	"R----219"	"C-----76"	-.180000E+02
	"OBJ.FUNC"	"C-----77"	0.137000E+03
	"R----287"	"C-----77"	-.700000E+01
	"OBJ.FUNC"	"C-----78"	0.244000E+03
	"R----228"	"C-----78"	-.600000E+01
	"OBJ.FUNC"	"C-----79"	0.117000E+03
	"R----215"	"C-----79"	-.800000E+01
	"OBJ.FUNC"	"C-----80"	0.130000E+03
	"R----139"	"C-----80"	-.400000E+02
	"OBJ.FUNC"	"C-----81"	0.168000E+03
	"R----288"	"C-----81"	-.310000E+02
	"OBJ.FUNC"	"C-----82"	0.140000E+03
	"R----262"	"C-----82"	-.900000E+01
	"OBJ.FUNC"	"C-----83"	0.239000E+03
	"R----253"	"C-----83"	-.300000E+01
	"OBJ.FUNC"	"C-----84"	0.103000E+03
	"R----289"	"C-----84"	-.900000E+01
	"OBJ.FUNC"	"C-----85"	0.244000E+03
	"R----249"	"C-----85"	-.100000E+02
	"OBJ.FUNC"	"C-----86"	0.154000E+03
	"R----233"	"C-----86"	-.200000E+01
	"OBJ.FUNC"	"C-----87"	0.207000E+03
	"R----290"	"C-----87"	-.200000E+01
	"OBJ.FUNC"	"C-----88"	0.121000E+03
	"R----229"	"C-----88"	-.340000E+02
	"OBJ.FUNC"	"C-----89"	0.151000E+03
	"R----220"	"C-----89"	-.400000E+01
	"OBJ.FUNC"	"C-----90"	0.980000E+02
	"R-----60"	"C-----90"	-.400000E+01
	"OBJ.FUNC"	"C-----91"	0.198000E+03
	"R-----51"	"C-----91"	-.600000E+01
	"OBJ.FUNC"	"C-----92"	0.720000E+02
	"R----263"	"C-----92"	-.900000E+01
	"OBJ.FUNC"	"C-----93"	0.149000E+03
	"R----140"	"C-----93"	-.300000E+01
	"OBJ.FUNC"	"C-----94"	0.225000E+03
	"R----153"	"C-----94"	-.100000E+02
	"OBJ.FUNC"	"C-----95"	0.180000E+03
	"R-----52"	"C-----95"	-.150000E+02
	"OBJ.FUNC"	"C-----96"	0.210000E+03
	"R----250"	"C-----96"	-.100000E+01
	"OBJ.FUNC"	"C-----97"	0.185000E+03
	"R----254"	"C-----97"	-.500000E+01
	"OBJ.FUNC"	"C-----98"	0.105000E+03
	"R----239"	"C-----98"	-.200000E+01
	"OBJ.FUNC"	"C-----99"	0.147000E+03
	"R-----73"	"C-----99"	-.200000E+01
	"OBJ.FUNC"	"C----100"	0.252000E+03
	"R-----53"	"C----100"	-.150000E+02
	"OBJ.FUNC"	"C----101"	0.121000E+03
	"R----230"	"C----101"	-.900000E+01
	"OBJ.FUNC"	"C----102"	0.144000E+03
	"R----234"	"C----102"	-.110000E+02
	"OBJ.FUNC"	"C----103"	0.810000E+02
	"R----273"	"C----103"	-.140000E+02
	"OBJ.FUNC"	"C----104"	0.140000E+03
	"R----154"	"C----104"	-.100000E+01
	"OBJ.FUNC"	"C----105"	0.261000E+03
	"R----260"	"C----105"	-.600000E+01
	"OBJ.FUNC"	"C----106"	0.137000E+03
	"R----255"	"C----106"	-.700000E+01
	"OBJ.FUNC"	"C----107"	0.245000E+03
	"R-----74"	"C----107"	-.110000E+02
	"OBJ.FUNC"	"C----108"	0.230000E+03
	"R----240"	"C----108"	-.180000E+02
	"OBJ.FUNC"	"C----109"	0.235000E+03
	"R----155"	"C----109"	-.180000E+02
	"OBJ.FUNC"	"C----110"	0.206000E+03
	"R----274"	"C----110"	-.900000E+01
	"OBJ.FUNC"	"C----111"	0.135000E+03
	"R-----75"	"C----111"	-.440000E+02
	"OBJ.FUNC"	"C----112"	0.157000E+03
	"R----275"	"C----112"	-.600000E+01
	"OBJ.FUNC"	"C----113"	0.225000E+03
	"R-----80"	"C----113"	-.180000E+02
	"OBJ.FUNC"	"C----114"	0.133000E+03
	"R----156"	"C----114"	-.400000E+01
	"OBJ.FUNC"	"C----115"	0.146000E+03
	"R----276"	"C----115"	-.430000E+02
	"OBJ.FUNC"	"C----116"	0.158000E+03
	"R----173"	"C----116"	-.180000E+02
	"OBJ.FUNC"	"C----117"	0.154000E+03
	"R-----76"	"C----117"	-.300000E+01
	"OBJ.FUNC"	"C----118"	0.243000E+03
	"R-----44"	"C----118"	-.300000E+01
	"OBJ.FUNC"	"C----119"	0.243000E+03
	"R----277"	"C----119"	-.220000E+02
	"OBJ.FUNC"	"C----120"	0.169000E+03
	"R-----93"	"C----120"	-.300000E+01
	"OBJ.FUNC"	"C----121"	0.750000E+02
	"R----157"	"C----121"	-.300000E+01
	"OBJ.FUNC"	"C----122"	0.116000E+03
	"R-----45"	"C----122"	-.150000E+02
	"OBJ.FUNC"	"C----123"	0.208000E+03
	"R----291"	"C----123"	-.600000E+01
	"OBJ.FUNC"	"C----124"	0.127000E+03
	"R----174"	"C----124"	-.700000E+01
	"OBJ.FUNC"	"C----125"	0.141000E+03
	"R-----46"	"C----125"	-.700000E+01
	"OBJ.FUNC"	"C----126"	0.850000E+02
	"R----278"	"C----126"	-.900000E+01
	"OBJ.FUNC"	"C----127"	0.173000E+03
	"R-----94"	"C----127"	-.500000E+01
